conversation_id,text,type,human_type,video_url,text_id,emotion_label,emotion_score
0,Okay.,interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,18,neutral,0.534888566
0,"Well, I usually drink when I'm at home trying to unwind and I drink while I'm watching a movie. And sometimes, um, I take a bath but I also drink when I take a bath sometimes.",interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,19,disgust,0.524337411
0,Usually three drinks and glasses of wine.,interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,20,neutral,0.85906893
0,Hmm. Seven?,interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,21,surprise,0.700208783
0,Wow. I knew my doctor didn't like me drinking the amount that I did but I didn't know that seven was the limit.,interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,22,surprise,0.97518605
0,Yes. What-what kind of health problems?,interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,23,fear,0.596875608
0,"Hmm. Well, that's not good news.",interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,24,sadness,0.4700284
0,"Well, to be honest, I drink sometimes when I'm feeling down and I find it more interesting and not so blur.",interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,25,sadness,0.694818556
0,Okay.,interview,client,https://www.youtube.com/watch?v=PaSKcfTmFEk,26,neutral,0.534888566
1,I guess it's because I know that I need to do it to lose the weight.,interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,0,neutral,0.924996793
1,Okay.,interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,1,neutral,0.534888566
1,Great. It sounds good to me.,interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,2,joy,0.964804113
1,A 10.,interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,3,neutral,0.666128397
1,"I'd say I didn't have any and I substituted it with, um, sugar-free drinks.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,4,neutral,0.91470325
1,"I suppose I could replace it with, um, a low-calorie drink or drink more water.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,5,neutral,0.858430445
1,"Getting the fruit juice of the house because I know if it's there I'll drink it. My wife does the shopping for us, so maybe if I ask her not to get the juice, that would solve it.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,6,neutral,0.925015152
1,Yes.,interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,7,neutral,0.898309469
1,"Um, six or seven.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,8,neutral,0.927127838
1,"To be honest, I have four or five -- four to six glasses of orange juice a day. Um, I have fruit for lunch and breakfast. I have, uh, usually one to two servings of a vegetable like lettuce or broccoli with thinner.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,9,neutral,0.917736769
1,"Well, this changes quite a bit. I mean, here I'm thinking that my fruit intake is making me healthier and actually it's making me fatter.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,10,neutral,0.704139709
1,"No, I didn't know. Um, but doesn't the fruit- food pyramid classify, um, fruit juice as a- a serving?",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,11,neutral,0.571694255
1,"Well, I think it's because I've been eating more fruits and vegetables, that- that's it.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,12,neutral,0.662006855
1,I felt great and I felt really proud of myself. I thought that this was something that I could do.,interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,13,joy,0.970686316
1,"I started watching what I ate and I ate less. I've been eating more fruits and vegetables. I've also been walking a lot. I'm walking up to 20 minutes a day now. I saw the weight come slowly off, um, and I felt better. But then when I watched it come back on again, you know, I gave up.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,14,neutral,0.41383633
1,"No, by all means. I know we have to discuss it.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,15,neutral,0.82438004
1,"Well, doc, I know you told me that I need to lose weight. And even though the scale didn't show today, I was able to lose about 5 pounds, but then I gained it right back.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,16,neutral,0.774953187
1,"Obviously, I need to cut back on the fruit juice. But boy, do I love that OJ.",interview,client,https://www.youtube.com/watch?v=dm-rJJPCuTE,17,neutral,0.326934397
2,"Well, yeah, I mean, we've been married over 25 years, and uh, we've never had any major problems. Like this is-- this is the first problem. I don't even really see it as a problem cause we used to both smoke and I was trying to accommodate them by smoking outside, but it's feeling like we're going like this and I'm just concerned, like if this keeps going, like.",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,0,fear,0.460948288
2,Okay. Thanks.,interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,1,joy,0.482021511
2,All right.,interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,2,neutral,0.678557456
2,"Okay. I'll have to talk to her as well because their schedule changes from week to week, she works shifts, so I'll call you back tomorrow and we'll set something up.",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,3,neutral,0.939225376
2,"I wish my wife could have come today cause she's feels after like, just stop like right away. So do you think she could come with me at a future appointment or something and she could hear that message?",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,4,neutral,0.662559271
2,"So, I can actually do it that way like gradual taber?",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,5,neutral,0.766745567
2,"Yeah. Yeah. I-I'm just, I don't want to lose her or my family over smoking.",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,6,sadness,0.357125133
2,"Well, the big one of course is how it's affecting my wife and the family. Like my dad's 85, he still smokes. I mean, yeah, you know, sometimes I thought of quitting, but I mean, I don't know. I don't know if I can-- I don't know if I can quit.",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,7,neutral,0.30746001
2,"And she's got my kids on this against me, you know, my son and my daughter, they're, it's like, they're ganging up on me, you know what I mean?",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,8,anger,0.484655082
2,"Yeah, I've got to read this. That's my reading assignment for breakfast and I want to go out and have-- We used to go out and have a cigarette together at the table. Now I have to go outside in this weather, you know, what's that about? And she used to smoke more than me and now she's like holier than now?",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,9,disgust,0.479273558
2,"Well, she's concerned about my health and she cuts out all these articles from the paper about second-hand smoke and—",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,10,disgust,0.365464538
2,"Yeah, yeah. I'm only here because my wife forced me to come, you know. Like this has come to a head six months of just nagging me, relentless every day, because she was able to quit smoking and now I have to quit.",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,11,neutral,0.517984271
2,"Yeah. That's an understatement. I mean, I'm supposed to be at work right now, too, right? So-",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,12,neutral,0.685836971
2,"Yeah. Yeah, well, the only reason I'm here is 'cause my wife thinks I've got a problem with smoking. I've been smoking all my life and, uh, six months ago, uh, she thought, she got into this health kick, right? And now everyone who smokes is evil. And, uh, so that's why I'm here just to please her, get her off my back and—",interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,13,disgust,0.499687642
2,Yeah.,interview,client,https://www.youtube.com/watch?v=hB-zchaxlNc,14,neutral,0.814312398
3,"Well, I guess I'll try.",interview,client,https://youtu.be/NAHJRdKY4dI,0,neutral,0.829121351
3,Okay.,interview,client,https://youtu.be/NAHJRdKY4dI,1,neutral,0.534888566
3,"No, I don't- I don't, uh, really like the idea of taking pills. Uh, as a matter of fact, a couple of years ago, I had this jaw surgery. They gave me a prescription for Percocet. I took one, maybe feel weird. I think they're still sitting in the medicine cabinet.",interview,client,https://youtu.be/NAHJRdKY4dI,2,disgust,0.353135794
3,"I don't use heroin or cocaine. I've never even thought about using the hard drugs. Back in school, 20 years or so ago, I smoked reefer, you know. Once I got out of school, I haven't used that at all.",interview,client,https://youtu.be/NAHJRdKY4dI,3,disgust,0.587957859
3,Okay.,interview,client,https://youtu.be/NAHJRdKY4dI,4,neutral,0.534888566
3,Maybe a little bit.,interview,client,https://youtu.be/NAHJRdKY4dI,5,neutral,0.939106345
3,Okay.,interview,client,https://youtu.be/NAHJRdKY4dI,6,neutral,0.534888566
3,"Uh, I do drink beer, I drink, you know, two to three pints on weekdays, sometimes on weekends, maybe four or five.",interview,client,https://youtu.be/NAHJRdKY4dI,7,neutral,0.819330037
3,"I don't smoke. I smoked, you know, as a young adult, quit 20 years ago. I went cold turkey. I was proud of that, haven't even thought about smoking.",interview,client,https://youtu.be/NAHJRdKY4dI,8,neutral,0.761740088
3,"Not really, I haven't been stressed. Uh, I've been working steady, you know, these days, I'm glad to have a job, I really am happy that I'm working, so.",interview,client,https://youtu.be/NAHJRdKY4dI,9,joy,0.991147757
3,Okay.,interview,client,https://youtu.be/NAHJRdKY4dI,10,neutral,0.534888566
3,Sure.,interview,client,https://youtu.be/NAHJRdKY4dI,11,neutral,0.841441393
3,"Well, I-- you know, my pressure has been high for years and, um, you know.",interview,client,https://youtu.be/NAHJRdKY4dI,12,neutral,0.550346553
4,"Well, I-I [unintelligible 00:01:35]",interview,client,https://www.youtube.com/watch?v=N8rYXn0bOow&feature=youtu.be,0,neutral,0.416056544
4,"That's, uh, that's a huge amount of stuff to do and, I'm not- I'm not certain I can do all that, and on top of it, it's-it's-- if I don't get it all done, all this stuff happens to me?",interview,client,https://www.youtube.com/watch?v=N8rYXn0bOow&feature=youtu.be,1,disgust,0.232696697
4,[sighs],interview,client,https://www.youtube.com/watch?v=N8rYXn0bOow&feature=youtu.be,2,disgust,0.445727319
4,"Well, I'm supposed to come to learn about my-- how to manage my diabetes. Just got diagnosed.",interview,client,https://www.youtube.com/watch?v=N8rYXn0bOow&feature=youtu.be,3,neutral,0.694378078
4,Yeah.,interview,client,https://www.youtube.com/watch?v=N8rYXn0bOow&feature=youtu.be,4,neutral,0.814312398
4,"Yeah, that's what doctor said. She-she really laid into me about that. Said it was-- I guess, this is really serious stuff. She was talking about losing eyesight, mm, my feet, mm, problems with a lot of other stuff, and it really scared me. Uh, so, [sighs] you know, how-how-how to manage all this, I guess, is what I gotta learn, but it just sounds massive.",interview,client,https://www.youtube.com/watch?v=N8rYXn0bOow&feature=youtu.be,5,fear,0.820457935
5,"Okay, all right.",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,0,neutral,0.487604767
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,1,neutral,0.534888566
5,All right.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,2,neutral,0.678557456
5,All right.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,3,neutral,0.678557456
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,4,neutral,0.534888566
5,Uh-huh.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,5,fear,0.326079458
5,Uh-huh.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,6,fear,0.326079458
5,Mm-hmm.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,7,neutral,0.585440576
5,Mm-hmm.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,8,neutral,0.585440576
5,"Okay. So, what would help increase that confidence? What-- Because that sounds like where we really need to focus on. What's gonna help you feel more confident about this?",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,9,neutral,0.538422763
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,10,neutral,0.534888566
5,"All right. Well, if it's okay, just for a moment, let's put the- let's put the changing the eating pattern off to the side, and let's take a look at some other time in your life that there was something you really wanted to accomplish and you did. And what is it about you- what was it about you? What kind of strengths did you bring to the table that allowed you to tackle something that felt like a challenge and-and allowed you to be successful?",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,11,neutral,0.592164338
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,12,neutral,0.534888566
5,Uh-huh.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,13,fear,0.326079458
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,14,neutral,0.534888566
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,15,neutral,0.534888566
5,"So, why are you at a four and not even a lower number? Why are you not like a zero or a one?",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,16,surprise,0.779701591
5,Okay?,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,17,anger,0.591915786
5,"Okay. All right. So, let's talk about that, um, so we should just assume we're gonna be at a four.",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,18,neutral,0.893353879
5,A six.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,19,neutral,0.573833823
5,Mm-hmm.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,20,neutral,0.585440576
5,"So, I'm gonna ask the question this way, on a scale of 0 to 10, where 0 is not at all confident, and 10 is like, ""I'm very, very confident,"" where would you put yourself on a scale right now of confidence in starting this new plan?",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,21,neutral,0.743896544
5,Okay.,interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,22,neutral,0.534888566
5,"-on that. All right. So, I'd like to ask you, uh, kind of a scaling question about this 'cause I'm hearing that this feels really important to you that you'd be way up there on the high- on the high end of importance.",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,23,joy,0.715931058
5,"So, again, I hear your overall goal is really, to not give up these things you'd like but to cut back on how much you have-",interview,therapist,https://www.youtube.com/watch?v=Cfl4d-qQ-co,24,neutral,0.493243545
6,Mm-hmm.,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,0,neutral,0.585440576
6,What's your thinking around that?,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,1,surprise,0.557570696
6,"Yeah. So, in terms of being supportive and a sort of support you're gonna need to make these changes.",interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,2,neutral,0.889525533
6,"So, Rick, just in regards to your flatmate situation at the moment with Tristan. Uh, you know, we talked about how walking through this program and with the support of your parents and having some positive influence to help you through this. I just want to rethink a bit if you stay living with Tristan. What are the sort of pros and cons of that? What are the good things about living there, what are the not-so-good things about living there?",interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,3,neutral,0.87837714
6,"Okay. You're good to explore, but I just want to ask you about, how much does Chris-Christian-Christian know-- Tristan know about you changing your life? What does he really know about the changes you wanna make?",interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,4,neutral,0.805640697
6,Mm-hmm.,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,5,neutral,0.585440576
6,Right.,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,6,neutral,0.827413261
6,"Okay. What are some of the pros and cons about moving in with whāna, moving in with your auntie and uncle?",interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,7,neutral,0.846612751
6,"In terms of that freedom and in charge of yourself, and the changes that we're talking about, and building your own family, and to enable you to do that, where do some of that freedom stuff sit with re-engaging back with your whānau and your children, your partner? Is it something you're gonna wanna hang on to, or how you're going to manage that?",interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,8,neutral,0.894333243
6,Mm-hmm.,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,9,neutral,0.585440576
6,Right.,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,10,neutral,0.827413261
6,Yeah.,interview,therapist,https://www.youtube.com/watch?v=IqtaW2ufbcw,11,neutral,0.814312398
7,"At times. Yeah, so-so what you-- wha-what she might say to us about about- a-a-about your gambling?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,0,disgust,0.22889547
7,Mm.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,1,neutral,0.879195035
7,How about then your-your kind of hunch about that?,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,2,neutral,0.57436049
7,"Have you put on a kind of real hat, you know, you get a real hat here, you know? What-what's your hunch about that? Is it a kind of-- that kind of realization it's a bit of a smoke screen, what's your hunch?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,3,surprise,0.647762179
7,"Yeah. Yeah, so you're not a bad person. Certainly, I don't make judgments about people being bad people. So that seems sort of actually thinking about this, you sensed that you could've stopped.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,4,neutral,0.501057386
7,"Yeah, and-and in some ways getting caught might be a good thing. I know it might sound a re-really sort of strange thing to say, but I wonder if like getting caught might have been a good thing. Because you would have read the papers about other people's of-- you know. They're the hands that would turn on stuff and end up with gambling problems and big money. So I want- I want to hear much that it might have been a good thing that you got caught at this stage, and you got a chance to do some talking about it and working around some strategies to get it under control so it doesn't control you. What's your hunch about that?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,5,surprise,0.673690021
7,Mm.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,6,neutral,0.879195035
7,"So I get a sense it's a little anxious being here today and, uh, meeting someone like me, and, um, what we're gonna be doing today is-is inducting, but also I wanna talk about, um, yeah, the issues that-that have got you here and we need to do some sorting out around, um, yeah how serious you are to sort of sort those issues. So?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,7,fear,0.784094512
7,Yeah.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,8,neutral,0.814312398
7,"Yeah, yeah, okay, okay. So Sarah might see it as an issue. And-and I guess there's a part of you also sees it as an issue, part of you, you know. Part of you may not, but a part of you does.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,9,neutral,0.666268349
7,"Sarah, So what do you think Sarah would say?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,10,neutral,0.449088097
7,What would she say about—,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,11,neutral,0.534601212
7,"Yeah, what would she say about-- 'cause she knows you pretty well. She'll-she'll-- she goes to the pubs with you probably and see you putting the money on pokies, what would she reckon?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,12,neutral,0.447770119
7,"Okay. But you owe her some money and you get the sense that-- Or I'm picking up, you get a sense that she's not terribly happy.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,13,sadness,0.692810535
7,"You want that acceptance, absolutely, yeah, yeah. But won't you say, you know, friends also-- good friends also can, you know, call you on stuff too, can't they? Yeah?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,14,neutral,0.388217807
7,"So the part of you that does see this is-- as an issue, yeah, that the gambling sometimes can be out of control, you know, tell me that part of you that-that maybe knows that, uh, it's getting you into trouble and it's gone way-- just moved you off from that point, there have been some—",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,15,neutral,0.435935616
7,"Absolutely, and that's what you want from friends, isn't it?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,16,neutral,0.785894811
7,Okay.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,17,neutral,0.534888566
7,"Oh, okay, okay. Who's-who's-- What's your girlfriend's name, your best- your best friend, best girl friend?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,18,anger,0.258668214
7,Yeah.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,19,neutral,0.814312398
7,"So first, it might be trying to sort out what are the important issues to sort out.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,20,neutral,0.951326728
7,"Yeah, that makes sense? Yeah? So how confident are you that-that, you know, you can sort out the issues related to, um, you know, uh, taking the money from your employer? And another thing, in your precinct's report, there were some issues around gambling, and some issues around alcohol use. So those seem to be important issues that are kind of getting out. So how confident are you that you can get those sorted in the nine months we've got?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,21,neutral,0.857358754
7,Yeah.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,22,neutral,0.814312398
7,"Yeah, yeah.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,23,neutral,0.597388387
7,"Yeah. See one of the things I'll be really interested in-in talking with you about is, um, yeah, what's-what's the, um, what's the worst thing that has happened in terms of pokies, in terms of you know behavior around the pokies, what's the worst thing that's happened?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,24,disgust,0.973434746
7,"Yeah, yeah.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,25,neutral,0.597388387
7,Yeah. So how often do you end up with no money in your pocket? Can be the times when you end up with money in your pocket,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,26,neutral,0.541729867
7,"Yeah, yeah. So if we were to think back, say the last month, the last four weeks, how many times would you have gone down to the- to the pokies, the pub?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,27,neutral,0.582992613
7,Yeah. Yeah.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,28,neutral,0.603349566
7,Yeah-,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,29,neutral,0.699659824
7,That-that you're up for the money and-and then-then they slot you.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,30,neutral,0.670042515
7,"Yeah, yeah, yeah? So that's 12 times. So how many times would you have walked away with money in your pocket after, any out of the 12, what's your- what's your sense?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,31,surprise,0.619406283
7,Okay. Okay. So you're saying about 50-50?,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,32,neutral,0.853361964
7,"'Cause you have to understand the odds are about-- sort of-of tend to be about 25% on the 100, that-that's [crosstalk]",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,33,neutral,0.88220793
7,"Yeah, you might be lucky then. So-so what do you reckon like in terms of like you're saying you're not sort of sure if that's an issue, and that's probably something that we can be working with, uh, figure it is an issue.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,34,neutral,0.920634806
7,"And, yeah, it might be an issue, I don't know if it's an issue at this point. It'll be interesting to sort of talk about that. But I'm wondering what happens, yeah, when-when you get on the pokies out there, they're certainly at the pub, pokies around? So what happens in your body when, um—",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,35,surprise,0.369954735
7,"A bit of a rush. Yeah. 'Cause other people I have worked with say that, yeah, sometimes they get a bit of a rush, that somehow the rush takes over and they don't know when to stop. Not sure if that's what- if that's what it's like for you, but other people have told me that, so.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,36,neutral,0.61780113
7,"Yeah, yeah. Yeah, yeah. So that could be an issue we could spend some time talking about here, 'cause obviously you know, you don't- you don't - you don't wanna be here, and then my interest now is just getting you o-out of the system, not getting you into the systems. So-so here, um-- how-how much do you think this is an issue for you, you reckon? The pokies and the gambling.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,37,neutral,0.379503489
7,"Yeah, yeah. Thinking about your friends, you know, how would you soft of think about your friends 'cause, you know, I guess you go out with your girlfriends and stuff.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,38,disgust,0.462575674
7,"Yeah, yeah. So, in terms of their behavior, like how did your behavior sort of match with their behavior? Are they much the same as you, are they different than you?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,39,neutral,0.811348319
7,"Yeah, yeah, yeah. Then, in terms of the pokies and stuff they much as they like doing the pokies so much as your doing the-- You know, compared to you doing the pokies?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,40,neutral,0.561633706
7,"Okay. So-so thinking about this, say a couple times a week, you know, two or three?",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,41,neutral,0.892183363
7,#NAME?,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,42,surprise,0.694446862
7,Yeah.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,43,neutral,0.814312398
7,Mm.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,44,neutral,0.879195035
7,"Yeah, yeah. It's a little bit here, a little bit there, so it then adds up, yeah? Yeah.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,45,neutral,0.869419217
7,Yeah.,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,46,neutral,0.814312398
7,"Um, but you do have a choice about how you are here when we meet, and what-what we talk about here. So, um, you know, so you do have lots of choices within that. And, my sense is you're, sort of, you know, a young woman who will make some good choices about that 'cause you're not a bad person, and you know that.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,47,neutral,0.709102988
7,"Well, you have a choice about what you open up to me about. Absolutely, you have a choice about that, yeah. That coming, being on sentence, no, you don't have a choice about that, um, well, you have a choice, 'cause, I mean, you can choose not to come, and you'll be breached and get to head back to court.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,48,neutral,0.433012098
7,"Yeah. You know, like-- I-- And, some people wouldn't even, sort of, get in the door or wouldn't be as open as you've been today, okay, to an extent, so, you know, like I said, good on you, yeah. You know, being able to-- It's hard to come to a place like this and start to really open up, so, you know, you've just shown that you can do that. Yeah.",interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ,49,neutral,0.551328361
