conversation_id,audio_path,audio_id,emotion,type,human_type,video_url
7,audio_therapist/18_therapist_audio_9.wav,6,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_10.wav,7,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_11.wav,8,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_13.wav,9,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_14.wav,10,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_15.wav,11,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_16.wav,12,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_17.wav,13,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_18.wav,14,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_19.wav,15,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_20.wav,16,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_21.wav,17,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_22.wav,18,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_23.wav,19,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_24.wav,20,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_25.wav,21,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_26.wav,22,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_27.wav,23,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_28.wav,24,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_29.wav,25,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_30.wav,26,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_31.wav,27,sad,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_32.wav,28,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_33.wav,29,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_34.wav,30,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_35.wav,31,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_36.wav,32,sad,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_38.wav,33,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_39.wav,34,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_40.wav,35,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_41.wav,36,sad,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_44.wav,37,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_45.wav,38,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_46.wav,39,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_47.wav,40,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_48.wav,41,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_50.wav,42,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_52.wav,43,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_53.wav,44,,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_54.wav,45,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_55.wav,46,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
7,audio_therapist/18_therapist_audio_56.wav,47,neutral,interview,therapist,https://www.youtube.com/watch?v=PM1q6uB0ysQ
8,audio_therapist/26_therapist_audio_0.wav,0,neutral,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo
8,audio_therapist/26_therapist_audio_1.wav,1,neutral,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo
8,audio_therapist/26_therapist_audio_2.wav,2,neutral,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo
8,audio_therapist/26_therapist_audio_3.wav,3,neutral,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo
8,audio_therapist/26_therapist_audio_4.wav,4,neutral,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo
8,audio_therapist/26_therapist_audio_5.wav,5,neutral,interview,therapist,https://www.youtube.com/watch?v=M-i6-BNkCTo
9,audio_therapist/28_therapist_audio_0.wav,0,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_1.wav,1,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_2.wav,2,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_3.wav,3,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_4.wav,4,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_5.wav,5,happy,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_6.wav,6,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_7.wav,7,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_8.wav,8,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_9.wav,9,happy,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_10.wav,10,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_12.wav,11,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_13.wav,12,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_14.wav,13,happy,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_15.wav,14,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_16.wav,15,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_18.wav,16,happy,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_19.wav,17,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_20.wav,18,happy,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_21.wav,19,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_22.wav,20,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_23.wav,21,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_24.wav,22,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_26.wav,23,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_27.wav,24,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_28.wav,25,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_30.wav,26,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_31.wav,27,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_33.wav,28,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_34.wav,29,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_35.wav,30,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_36.wav,31,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_37.wav,32,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_40.wav,33,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_41.wav,34,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_43.wav,35,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_47.wav,36,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_48.wav,37,sad,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_49.wav,38,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_50.wav,39,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_51.wav,40,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_52.wav,41,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_53.wav,42,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_55.wav,43,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_56.wav,44,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
9,audio_therapist/28_therapist_audio_57.wav,45,neutral,interview,therapist,https://www.youtube.com/watch?v=DXI2N8kEPAs
10,audio_therapist/29_therapist_audio_0.wav,0,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_1.wav,1,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_2.wav,2,happy,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_4.wav,3,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_5.wav,4,happy,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_6.wav,5,happy,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_7.wav,6,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_8.wav,7,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_10.wav,8,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_11.wav,9,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_12.wav,10,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_13.wav,11,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_15.wav,12,happy,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_17.wav,13,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
10,audio_therapist/29_therapist_audio_18.wav,14,neutral,interview,therapist,https://www.youtube.com/watch?v=fWFPBSTd830
11,audio_client/31_client_audio_0.wav,0,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_1.wav,1,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_2.wav,2,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_3.wav,3,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_4.wav,4,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_7.wav,5,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_10.wav,6,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_11.wav,7,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_12.wav,8,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_13.wav,9,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_14.wav,10,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_15.wav,11,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_16.wav,12,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_17.wav,13,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_18.wav,14,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_19.wav,15,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_20.wav,16,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
11,audio_client/31_client_audio_21.wav,17,neutral,interview,client,https://www.youtube.com/watch?v=R4gPcGDkTw0&feature=youtu.be
